Trial,time,PositionX,PositionY,PositionZ,RotationQX,RotationQY,RotationQZ,RotationQW
43,0,0.5051474,1.321414,-0.0271941,0.300568,-0.5100133,0.2636562,-0.7615975
43,0,0.5051474,1.321414,-0.0271941,0.300568,-0.5100133,0.2636562,-0.7615975
43,0.01111111,0.505138,1.319523,-0.02662448,0.3022295,-0.5091082,0.2649873,-0.7610834
43,0.02222222,0.5053559,1.318109,-0.02545289,0.3056588,-0.5092306,0.2637517,-0.7600605
43,0.03333334,0.5053325,1.31602,-0.02417381,0.3073712,-0.5108149,0.2614903,-0.7590875
43,0.04444445,0.5053325,1.31602,-0.02417381,0.3073712,-0.5108149,0.2614903,-0.7590875
43,0.05555556,0.5051945,1.314677,-0.02312841,0.3079019,-0.5117761,0.2602711,-0.758644
43,0.06666667,0.5047797,1.31468,-0.02224219,0.3046579,-0.5150798,0.2585059,-0.7583212
43,0.07777778,0.5042018,1.315337,-0.02136207,0.2989935,-0.5181996,0.2572291,-0.7588842
43,0.08888889,0.5033195,1.316362,-0.02059905,0.2931131,-0.5203939,0.2554916,-0.7602624
43,0.1,0.5024724,1.31781,-0.01982825,0.2884239,-0.5222099,0.2519213,-0.762
43,0.1111111,0.5017092,1.319116,-0.01875784,0.28572,-0.523752,0.2481278,-0.7632041
43,0.1222222,0.5004138,1.32099,-0.01753502,0.2851783,-0.5242286,0.2441378,-0.7643654
43,0.1333333,0.4993119,1.32363,-0.01644278,0.2850749,-0.5231872,0.242223,-0.7657255
43,0.1444445,0.4979073,1.32706,-0.01548427,0.2856411,-0.5211809,0.2406236,-0.7673851
43,0.1555556,0.4964529,1.330181,-0.01467886,0.2861554,-0.5190485,0.2379749,-0.7694619
43,0.1666667,0.4950562,1.334312,-0.01409906,0.288799,-0.5152335,0.2339753,-0.7722598
43,0.1777778,0.4933979,1.338259,-0.01333945,0.291386,-0.5115868,0.2297579,-0.7749738
43,0.1888889,0.4914108,1.343707,-0.01270854,0.2972801,-0.5060144,0.2242731,-0.7779946
43,0.2,0.489535,1.348488,-0.01206888,0.3021146,-0.5013304,0.2193764,-0.7805566
43,0.2111111,0.4874873,1.354075,-0.01137949,0.3092025,-0.4955764,0.2138267,-0.7829918
43,0.2222222,0.4852866,1.360047,-0.01050899,0.3163715,-0.4893502,0.2091189,-0.7853119
43,0.2333333,0.4830555,1.366504,-0.009784944,0.323801,-0.4828769,0.2057773,-0.7871712
43,0.2444444,0.480397,1.37316,-0.008729056,0.3312808,-0.4767182,0.2026367,-0.7886261
43,0.2555556,0.478054,1.379868,-0.00787244,0.3382986,-0.4705504,0.1996429,-0.7901133
43,0.2666667,0.4753656,1.387417,-0.007048212,0.3456119,-0.4638493,0.1968803,-0.7916024
43,0.2777778,0.4726808,1.394728,-0.006250836,0.3526064,-0.4572031,0.1931021,-0.7933131
43,0.2888889,0.4700996,1.402407,-0.005294852,0.3601325,-0.4506308,0.1867973,-0.7952001
43,0.3,0.4675327,1.410126,-0.004212931,0.3673577,-0.4448413,0.1799223,-0.7967386
43,0.3111111,0.4647774,1.417625,-0.002766348,0.374492,-0.4391765,0.1730361,-0.7980841
43,0.3222222,0.4619398,1.425548,-0.001237489,0.3820605,-0.4343726,0.1644739,-0.7989359
43,0.3333333,0.4591513,1.433301,0.0004154593,0.3897373,-0.4307833,0.1552201,-0.7990228
43,0.3444445,0.4559911,1.441635,0.002033301,0.397086,-0.4270689,0.146356,-0.7990712
43,0.3555556,0.4529818,1.449476,0.00420443,0.4041741,-0.424467,0.1372077,-0.7985269
43,0.3666667,0.4498926,1.457281,0.006674767,0.4115866,-0.4211853,0.1294074,-0.7977802
43,0.3777778,0.4471784,1.465412,0.0088396,0.4191502,-0.4169989,0.1236436,-0.796955
43,0.3888889,0.4441846,1.473483,0.01150739,0.4275935,-0.4117835,0.1188203,-0.7959145
43,0.4,0.4416448,1.481271,0.01445897,0.4365972,-0.4054246,0.11622,-0.794674
43,0.4111111,0.4389151,1.48914,0.01735207,0.4457363,-0.3976062,0.1156419,-0.7936343
43,0.4222222,0.4362898,1.496968,0.02063951,0.4549665,-0.3894839,0.1149593,-0.7925226
43,0.4333333,0.4336406,1.504578,0.02422816,0.4642944,-0.3812182,0.1147683,-0.7911584
43,0.4444444,0.4304634,1.511759,0.02847375,0.4738871,-0.3727639,0.1159908,-0.7893188
43,0.4555556,0.4268325,1.519958,0.03345022,0.4838053,-0.3647555,0.1162548,-0.7870011
43,0.4666667,0.4268325,1.519958,0.03345022,0.4838053,-0.3647555,0.1162548,-0.7870011
43,0.4777778,0.4192463,1.533554,0.04387587,0.4998048,-0.3514212,0.1151882,-0.7832176
43,0.4888889,0.4154711,1.540251,0.04979195,0.508371,-0.3438334,0.1128598,-0.7814092
43,0.5,0.4117745,1.546567,0.05579529,0.516655,-0.3354928,0.1109983,-0.7798665
43,0.5111111,0.4074022,1.552004,0.06262692,0.5240735,-0.324091,0.110089,-0.7798669
43,0.5222223,0.4030743,1.557431,0.06931856,0.5311236,-0.3130943,0.1100733,-0.7795919
43,0.5333334,0.3985529,1.562199,0.07606149,0.5360451,-0.3008332,0.1116461,-0.7808266
43,0.5444446,0.3935703,1.56625,0.08344235,0.5398437,-0.2882994,0.1136688,-0.782644
43,0.5555557,0.3883189,1.56992,0.09104286,0.5430189,-0.2759668,0.1149775,-0.7846993
43,0.5666668,0.3827827,1.572836,0.09879079,0.5451531,-0.2642847,0.1154896,-0.7871619
43,0.577778,0.3771186,1.574973,0.1068015,0.545813,-0.253016,0.1150322,-0.7904674
43,0.5888891,0.3715973,1.577271,0.1147057,0.5459722,-0.2418506,0.1144936,-0.7939231
43,0.6000003,0.3659496,1.578195,0.1228337,0.5438089,-0.2302731,0.1129231,-0.7990585
43,0.6111114,0.3604294,1.578731,0.1309434,0.5406952,-0.2178273,0.1111146,-0.8048934
43,0.6222225,0.3545225,1.579153,0.1395566,0.5380441,-0.2050604,0.1095089,-0.8102263
43,0.6333337,0.3492831,1.578331,0.1478956,0.5345992,-0.1909922,0.1078492,-0.816146
43,0.6444448,0.3436627,1.576332,0.1565728,0.5302093,-0.1760513,0.1068383,-0.8224777
43,0.655556,0.3389774,1.575059,0.1641033,0.5262924,-0.1634282,0.1060502,-0.827684
43,0.6666671,0.3338944,1.573264,0.1723399,0.5219256,-0.1505945,0.1050012,-0.8330005
43,0.6777782,0.3289764,1.570461,0.1799149,0.5163239,-0.139326,0.1038465,-0.8385785
